id,user_task_challenge_id,image_url,created_at,updated_at,deleted_at
1,UT0005,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718720546/task_images%2BUT0005/cvzu5yq9ewczbs6oad7s.jpg,2024-06-18 14:22:29.201,2024-06-18 14:22:29.201,
2,UT0005,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718720548/task_images%2BUT0005/xqqe5bjmju6e5hgjb1rn.png,2024-06-18 14:22:29.202,2024-06-18 14:22:29.202,
3,UT0006,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718722350/task_images%2BUT0006/pthpgaertxejm4p2pam5.jpg,2024-06-18 14:52:31.495,2024-06-18 14:52:31.495,
4,UT0006,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718722351/task_images%2BUT0006/gm8ujomupdig3xyc6vah.jpg,2024-06-18 14:52:31.496,2024-06-18 14:52:31.496,
5,UT0018,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718788550/task_images%2BUT0018/evwiz1ymzbu4iyto9nf7.jpg,2024-06-19 09:15:50.396,2024-06-19 09:15:50.396,
6,UT0019,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718788797/task_images%2BUT0019/yhqc8bguxhg86abttv5g.jpg,2024-06-19 09:19:59.413,2024-06-19 09:19:59.413,
7,UT0019,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718788798/task_images%2BUT0019/umvcgf8hhccqsrvjgo2h.jpg,2024-06-19 09:19:59.414,2024-06-19 09:19:59.414,
8,UT0019,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718788798/task_images%2BUT0019/qlqwbf5qkgmqivc1eu47.jpg,2024-06-19 09:19:59.414,2024-06-19 09:19:59.414,
9,UT0020,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718798327/task_images%2BUT0020/do9amkoosxonxfuc1l43.jpg,2024-06-19 11:58:49.376,2024-06-19 11:58:49.376,
10,UT0020,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718798328/task_images%2BUT0020/qv6itdazcw4kth8mek8o.jpg,2024-06-19 11:58:49.376,2024-06-19 11:58:49.376,
11,UT0021,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718798608/task_images%2BUT0021/whctxewozsfietivsy5j.jpg,2024-06-19 12:03:28.709,2024-06-19 12:03:28.709,
12,UT0023,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718802261/task_images%2BUT0023/eld8gtctqlecmrfi31vg.jpg,2024-06-19 13:04:22.169,2024-06-19 13:04:22.169,
13,UT0025,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718809052/task_images%2BUT0025/t58uym3czbijcvqpve2f.jpg,2024-06-19 14:57:34.296,2024-06-19 14:57:34.296,
14,UT0025,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718809053/task_images%2BUT0025/wzfqoicllgztzha3hlra.jpg,2024-06-19 14:57:34.297,2024-06-19 14:57:34.297,
15,UT0016,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718812602/task_images%2BUT0016/lxatr7gqg3wvrgxglq4i.jpg,2024-06-19 15:56:42.575,2024-06-19 15:56:42.575,
16,UT0030,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718815414/task_images%2BUT0030/lwvx9niem16rnlesrchf.jpg,2024-06-19 16:43:35.411,2024-06-19 16:43:35.411,
17,UT0031,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718816477/task_images%2BUT0031/ljf6t6jgmfneiouedw8o.jpg,2024-06-19 17:01:19.403,2024-06-19 17:01:19.403,
18,UT0031,https://res.cloudinary.com/dlbbsdd3a/image/upload/v1718816478/task_images%2BUT0031/ovvpwcvg2hynzwkx1n26.jpg,2024-06-19 17:01:19.403,2024-06-19 17:01:19.403,
